ID,CATEGORY,CLUE,ANSWER,CLASSIFICATION
421,CLUB HOPPIN',For years you could find Pete Fountain playing the clarinet at his own club on Poydras St. in this Southern city,New Orleans,Geography
332,SPEECH!  SPEECH!,"Farewell address to Congress, April 19, 1951",Douglas MacArthur,History
248,IN THE MILITARY?,"The head of a large business firm may be called this naval rank ""of industry""",captain,History
449,AUTHORS & THEIR PETS,"This ""Where the Wild Things Are"" author had a ""tame thing"", a German shepherd named Herman",(Maurice) Sendak,Literature
203,LIFE OF A SALESMAN,"His name means ""coal miner"", but he was a book salesman who started a weekly magazine in 1895",Peter Fenelon Collier,History
174,1930s BEST SELLERS,"John Steinbeck's ""Of Mice & Men"" was his 1st best seller, this, his 2nd, was the No. 1 book of 1939",<i>The Grapes of Wrath</i>,Literature
227,"STARTING ""EN""",Deep-seated hatred,enmity,Other
470,DECONSTRUCTING THE NURSERY RHYME,"Obviously involved in a troubled marriage, this man locked his wife in a large version of the fruit of his dining choice","Peter, Peter, Pumpkin Eater",Literature
113,DESERT SURVIVAL SKILLS,"(<a href=""http://www.j-archive.com/media/2007-12-20_DJ_30.jpg"" target=""_blank"">Jon of the Clue Crew reports from White Sands National Monument, New Mexico.</a>)  Sounds odd, but black tea bags are handy in the desert: steep the bags & apply to sunburn; this acid in the tea relieves heat, pain & itching",tannin (or tannic acid),Science
357,PARADISE BY,"""Do you love me? Will you love me forever?"" are lyrics in this singer's ""Paradise By The Dashboard Light""",Meat Loaf,History
141,LANGUAGE LESSONS,"Latin:
Voice of the people",<i>vox populi</i>,Other
483,FISHY ANAGRAMS,You could call it a seashore equine,seahorse (seashore),Science
144,AND THE GIRLS ARE PRETTY,19th c. Brits praised the beauty of the women in this disputed area of northern India & northeastern Pakistan,Kashmir,Geography
3,CLASSIC FILMS,Tex Ritter sang the theme of this 1952 Gary Cooper pic,<i>High Noon</i>,History
262,POETS,"""Heroic Stanzas"" was John Dryden's memorial to this Lord Protector of England",Oliver Cromwell,Literature
162,MARCONI & CHEESE,Marconi likely sampled some Brie when he acted as plenipotentiary at the 1919 peace conference at this royal residence,Versailles,History
285,RED,"Seen <a href=""http://www.j-archive.com/media/2001-09-27_J_07.jpg"" target=""_blank"">here</a>, it's rolled out for important occasions",the red carpet,History
432,AFRICAN COUNTRIES,"Some in Puntland, part of this East African country, defend piracy as a response to illegal fishing & toxic dumping",Somalia,Geography
143,CATS UP,Close friends of this garbage-can-dwelling Hanna-Barbera feline get to call him T.C.,Top Cat,Other
238,AMERICAN LITERATURE,"After a stint as a Hollywood screenwriter, Nathanael West wrote this Hollywood novel, his last",<i>The Day of the Locust</i>,Literature
23,RIP VAN WINKLE,Rip was a descendant of the Van Winkles who served under this one-legged governor of New Netherland,(Peter) Stuyvesant,History
294,DE NERO,"Having had enough of Nero's antics, this august political body decreed his death; he fled",the Senate,History
262,POETS,"""Heroic Stanzas"" was John Dryden's memorial to this Lord Protector of England",Oliver Cromwell,Literature
237,SPORTS,"In Oct. '77, the Davis Cup committee barred him from play for improper language & gestures",Ilie Nastase,Other
3,CLASSIC FILMS,Tex Ritter sang the theme of this 1952 Gary Cooper pic,<i>High Noon</i>,Other
417,COLORFUL QUOTES,"Stephen Foster dreamed of her, ""floating like a vapor on the soft summer air""",Jeannie with the light brown hair,Other
343,LINGUISTICS,"""Schleicher's Fable"" was written by a linguist in 1868 in P.I.E. or Proto-this, the ancestor of tongues from Hindi to English",Indo-European,Other
312,TRAVELING ABROAD,Take firth things firth; the Antonine Wall was built across Scotland from the Firth of Clyde to this firth,the Firth of Forth,History
219,DAYS IN...,Y.A. Tittle & Johnny Unitas played coaches in this 1999 Al Pacino film,<i>Any Given Sunday</i>,Other
190,"GIVE THE ""DEVIL""",Jabez Stone enlists the aid of a statesman to help save his soul in this story by Stephen Vincent Benet,"""The Devil and Daniel Webster""",Literature
229,TRAVEL & TOURISM,The Centers for Disease Control in this city will fax information on health risks abroad to travelers,Atlanta,Science
434,SAME FIRST & LAST LETTER,"It can mean a priest of the Anglican Church, or a person in charge of a school",rector,Other
135,"""O"" YES","In Madrid, it follows nueve, diez...",once,Other
63,THE LADIES OF ROCK,"At a benefit for stopping violence against women, this Hole leader slapped a woman & began wrestling with her",Courtney Love,Other
396,TRADING PLACES,Its location at 18 Broad Street near Wall Street was designated a national historic landmark in 1978,the New York Stock Exchange,History
338,INTERNATIONAL CUISINE,Hungary is famous for this beef stew flavored with paprika,goulash,Other
350,BUSINESS BIGGIES,In 1981 accountant Roger B. Smith became CEO of this American automaker,General Motors,History
311,THE WIT & WISDOM OF W.C. FIELDS,"""I touch nothing stronger than buttermilk--90"" this ""buttermilk""",proof,Other
473,MINNESOTANS,Their Rochester clinic dates back to 1889,the Mayo Brothers,Geography
18,INDUSTRY LEADERS,"Nuaire is ""the world's leading manufacturer"" of equipment for this type of place, e.g. biological safety cabinets",laboratories,Other
491,PEOPLE,"He was a pilot for Pan Am & an L.A. policeman before he created ""Star Trek""",Gene Roddenberry,Other
408,STATE CAPITALS,It lies at the confluence of the Mississippi & Minnesota rivers,St. Paul,Geography
412,"IT'S AN ""AD"", ""AD"", ""AD"", ""AD"" WORLD",This South Australian city lies at the base of the Mount Lofty Ranges,Adelaide,Geography
302,"JAVA, THE HUT","After World War II, Paris's Cafe de Flore became awash with tourists hoping to find <a href=""http://www.j-archive.com/media/2007-04-20_J_30.jpg"" target=""_blank"">this</a> man pondering the purpose of being",(Jean-Paul) Sartre,Literature
5,STORIES OF THE SAINTS,"In a vision on the wall of her room, St. Clare witnessed a mass & so today is the patron saint of this modern invention",television,History
232,AUDIO LITERATURE,"Jack Kerouac's ""The Dharma Bums"" is read <a href=""http://www.j-archive.com/media/2000-10-27_J_24.mp3"">here</a> by this literary giant who knew him",Allen Ginsberg,Literature
198,AN EAR FOR MUSIC,"Lurch into <a href=""http://www.j-archive.com/media/2011-04-20_J_30.mp3"">this</a> instrument",a harpsichord,Other
58,"OF THE ""THIRD"" KIND","In a classic comedy routine, it's where you'll find ""I Don't Know""",third base,Other
329,BAD NEWS,"This painter said ""Ear's to ya"" when he attacked roommate Paul Gauguin in late 1888",Vincent Van Gogh,History
254,HAND SIGNALS,"Churchill's 2-finger salute meant ""victory""; in the '60s, it meant this state that follows victory",Peace,History
479,HALOGENS,"Astatine is the only halogen whose isotopes are all this, which is why they have half-lives",radioactive,Science
181,POTENT POTABLES,"Lying north of Burgundy & east of Paris, this region turns its black pinot noir grapes into sparkling wines",Champagne,Geography
305,PULITZER-WINNING NOVELS,"From this book's penultimate paragraph: ""There had never been a man she couldn't get, once she set her mind upon him""",<i>Gone with the Wind</i>,Literature
134,5-LETTER WORDS,"Since this 1980 song was his only #1 hit, it's no wonder Eddie Rabbitt loved this kind of night",rainy,Other
194,TALES OF THE SOUTH PACIFIC,"She wrote the classic anthropology text ""Coming of Age in Samoa""",(Margaret) Mead,Literature
38,WIDOWS IN THE BIBLE,"In 1 Kings 17:22 this happens to the son of the widow of Zarephath, thanks to the prophet Elijah",he is brought back to life,Literature
112,CELEBRITY MEMOIRS,"It's no dream--Arnold Schwarzenegger really did title his 2012 memoir this, like that of his 1990 sci-fi thriller",<i>Total Recall</i>,Literature
372,SONG STANDARDS,"According to Rodgers & Hart, it's ""where god paints the scenery""",in our mountain greenery,Other
185,BOOKS,"(<a href=""http://www.j-archive.com/media/2019-05-16_J_27.jpg"" target=""_blank"">Sarah of the Clue Crew shows a book and its ISBN.</a>) On the back of every book there's a code; on the one <a href=""http://www.j-archive.com/media/2019-05-16_J_27a.jpg"" target=""_blank"">here</a>, the 0 denotes the book is from an English-language country, & the number <a href=""http://www.j-archive.com/media/2019-05-16_J_27b.jpg"" target=""_blank"">here</a> stands for the publisher; the whole series is called an ISBN, this type of book number",International Standard,Literature
335,ACTOR-DIRECTORS,"His career as an actor-director has been largely a ""rocky"" one but also includes ""The Expendables""",(Sylvester) Stallone,Other
322,A QUICK STUDY,Gerontology,the elderly or old people (aging),Other
257,THE COMICS,"""Deck us all with Boston Charlie..."" began the annual Christmas carol in this Walt Kelly strip",Pogo,Other
417,COLORFUL QUOTES,"Stephen Foster dreamed of her, ""floating like a vapor on the soft summer air""",Jeannie with the light brown hair,Other
26,"GIVE ME 5 ""CC""s",This ball-rolling game is a Special Olympics event,bocce,Other
468,JANE GOODALL,"Within weeks of arriving in Africa in 1957, I met <a href=""http://www.j-archive.com/media/2012-03-19_J_06.jpg"" target=""_blank"">this</a> paleontologist who soon hired me as an assisstant",(Louis) Leakey,History
479,HALOGENS,"Astatine is the only halogen whose isotopes are all this, which is why they have half-lives",radioactive,Science
75,WHO WAS PRESIDENT WHEN...,The Japanese bombed Pearl Harbor,Franklin D. Roosevelt (1941),History
293,3-LETTER SPANISH WORDS,"Domingo, Lunes or Martes, for example",Dia,Other
121,COLORFUL MOVIES,"""Pirates of the Caribbean: The Curse of the ____ Pearl""",Black,Other
351,THE 50 STATES,An 1881 resolution established that this state's name was to be spelled one way but pronounced another,Arkansas,Geography
488,KABUL STONES,The workers of the Kabul Museum risked their lives to save stone figures from destruction by this group in 2001,the Taliban,Other
18,INDUSTRY LEADERS,"Nuaire is ""the world's leading manufacturer"" of equipment for this type of place, e.g. biological safety cabinets",laboratories,Other
237,SPORTS,"In Oct. '77, the Davis Cup committee barred him from play for improper language & gestures",Ilie Nastase,Other
346,LABOR,"This notice that consumers are encouraged to ""look for"" goes back to California carpenters in 1869",The Union Label,Other
125,2-WORD TV TITLES,It co-starred RJ Mitte as Walter Jr.,<i>Breaking Bad</i>,Other
123,1947,Thor Heyerdahl spent 101 days sailing this raft from Peru to Polynesia,<i>Kon-Tiki</i>,History
142,"DUKE, DUKE","The ancient British noble title ""Duke of"" this WWII landing place began with William the Conqueror",Normandy,History
440,THE WORLD OF SPORTS,"The Canadian version of this sport has 12 men on a side, & the field is 110 yards long",football,Other
266,THE FOOD BUSINESS,In 1991 Louis Rich introduced a bacon made out of this meat,turkey,Other
36,ENGLISH LANGUAGE WRITERS,"In his journal of 1710 to 1713, he referred to himself as ""Presto""",Jonathan Swift,Literature
193,EGG,There's nothing satanic about this hard-cooked-egg appetizer; the name means the dish was made with a hot or savory seasoning,deviled eggs,Other
76,WORLD GEOGRAPHY,Palenque in southern Mexico contains exquisite examples of the architecture of their civilization,the Mayans,Geography
441,SCIENCE,Environment in which you'd find the hairy blenny at home,the ocean (tropical waters),Science
196,RABBITS IN FILM,"This 1950 Jimmy Stewart film could be titled ""The Invisible Rabbit""",<i>Harvey</i>,Other
311,THE WIT & WISDOM OF W.C. FIELDS,"""I touch nothing stronger than buttermilk--90"" this ""buttermilk""",proof,Other
122,BLOODSUCKERS,The teeth of this bloodsucking cave dweller are so sharp that victims may not even feel the bite,the vampire bat,Other
31,AROUND THE MEDITERRANEAN,"Let's check out the 88-foot <a href=""https://www.j-archive.com/media/2021-12-09_J_23.jpg"" target=""_blank"">Pompey's Pillar</a>, dedicated around 297 A.D. in this Egyptian city, but we're a tad late on its lighthouse",Alexandria,Geography
496,"RATED ""EX""","French for ""chessboard"", it's the British version of our treasury",the exchequer,Other
375,POTPOURRI,The portrait on the U.S. $5 bill is from a photograph taken at this man's studio,Mathew Brady,Other
23,RIP VAN WINKLE,Rip was a descendant of the Van Winkles who served under this one-legged governor of New Netherland,(Peter) Stuyvesant,History
88,RELIGION,"In Christian art, it's shown as square for living people & circular for saints",a halo,Other
208,LABOR,"From Spanish for ""arm"", name for migrant fruit pickers",braceros,Other
396,TRADING PLACES,Its location at 18 Broad Street near Wall Street was designated a national historic landmark in 1978,the New York Stock Exchange,Geography
143,CATS UP,Close friends of this garbage-can-dwelling Hanna-Barbera feline get to call him T.C.,Top Cat,Other
229,TRAVEL & TOURISM,The Centers for Disease Control in this city will fax information on health risks abroad to travelers,Atlanta,Science
366,HOSPITALS,"Now closed, the D.C. hospital named for him opened in 1909 & in WWI, went from 80 beds to 2,500 in months",Walter Reed,Science
77,THE QUOTABLE CHURCHILL,"This ""at all costs,"" this ""in spite of all terror,"" this ""however long and hard the road may be"" (V is for...)",victory,History
270,TONY ORLANDO!,Collective name for Tony's backup singers Telma Hopkins & Joyce Vincent,Dawn,Other
400,"ALL THE SMALL ""LING""s",Another one of your parents' offspring,a sibling,Other
482,MACHINES NEVER BUILT,This Reagan administration plan included anti-missile lasers & particle beams,Star Wars,History
47,THE NOSE KNOWS,"The ethmoid & the sphenoid are two of <a href=""https://www.j-archive.com/media/2023-02-28_J_26.jpg"" target=""_blank"">these</a> cavities that can drain into the nose",a sinus,Science
126,PRO CHEERLEADER SQUADS,"In California's capital:
The Royal Court Dancers",the (Sacramento) Kings,Other
79,CHARACTERS IN PLAYS,In this play Veta Simmons tries to get her brother Elwood P. Dowd committed to a sanitorium,<i>Harvey</i>,Literature
331,TECH COMPANIES?,"In 2007 President Bush said he'd do this ""to the finish...that's one way to ensure that I am relevant""",sprint,History
26,"GIVE ME 5 ""CC""s",This ball-rolling game is a Special Olympics event,bocce,Other
393,OLD TESTAMENT,She died while giving birth to Benjamin,Rachel,Other
371,HOW TO,"In Italy, with pronto, in the Netherlands, with your name, & in the U.S., with hello",how do you answer the telephone,Other
406,ROCK ART,"She's painted the covers for many of her own albums, including ""Ladies of the Canyon"" & ""Both Sides Now""",Joni Mitchell,Other
116,TOUGH HISTORY,Name for the style seen here after a king who reigned from 1643 to 1715:,Louis XIV,History
247,EPITAPHS,"""Truth and history.  21 men.  The boy bandit king -- he died as he had lived""",Billy the Kid,History
301,CALENDAR GIRLS,"Donna Douglas played this ""Beverly Hillbillies"" gal on TV & Erika Eleniak played her in the 1993 movie",Elly May,Other
282,SOUTHERN BOOKSTORE,Carson McCullers told this tale of a 12-year-old taking an overly active role in her older brother's pending nuptials,<i>The Member of the Wedding</i>,Literature
347,PEAKS & VALLEYS,"Numerous <a href=""https://www.j-archive.com/media/2022-10-26_J_10.jpg"" target=""_blank"">fumaroles</a> in a volcanic region of Alaska gave it the name Valley of the Ten Thousand these",Smokes,Science
397,SPORTS STARS' FIRST NAME IN COMMON,Welterweight champ Mosley & Philadelphia Phillie Victorino,Shane,Other
131,WARBIRDS,"Britain's WWI S.E.5 fighter carried 2 of these, a Vickers fixed in the nose & a movable Lewis attached to the upper wing",machine guns,History
57,THE LIBRARY OF CONGRESS,"Registered in 1893 by Thomas Edison, ""...Record of a Sneeze"" is the earliest known copyright for one of these",Motion picture,Literature
37,TRAVEL & TOURISM,"Traveling from Denmark to the Netherlands, you'll want to exchange your kroner for these",guilders,Other
76,WORLD GEOGRAPHY,Palenque in southern Mexico contains exquisite examples of the architecture of their civilization,the Mayans,Geography
54,HIGH SCHOOL NAMES,"A Washington-area high school bears the name of this Senators pitcher, ""The Big Train""",Walter Johnson,Other
276,"<a href=""https://www.j-archive.com/media/2022-09-25_TJ_Cat6.mp4"">FASHION WITH BUZZY COHEN</a>","(<a href=""https://www.j-archive.com/media/2022-09-25_TJ_19.mp4"">Buzzy Cohen delivers the clue.</a>)  Back in the 1930s, the high fliers of the U.S. Army Air Corps needed eye protection & Ray-Ban came through with what we now call this iconic style of sunglasses, whose name means ""pilots""",the aviator,Other
71,1990s FASHION,"These sexy yet ""infantile"" dresses have been worn over bicycle shorts",babydolls,Other
269,1776,"On December 5, at the College of William and Mary, this first fraternity was founded",Phi Beta Kappa,History
472,ALL OVER THE MAP,"Looming over Zermatt:
this 14,692-foot peak",the Matterhorn,Geography
262,POETS,"""Heroic Stanzas"" was John Dryden's memorial to this Lord Protector of England",Oliver Cromwell,History
285,RED,"Seen <a href=""http://www.j-archive.com/media/2001-09-27_J_07.jpg"" target=""_blank"">here</a>, it's rolled out for important occasions",the red carpet,Other
130,IOWA,"Pufferbilly Days, held each September in Boone, celebrates this means of transport",rail,Science
380,FRUITS & VEGETABLES,The egg-shaped plum variety of this makes a great spaghetti sauce,the tomato,Science
272,SHARING THE ISLAND,"Saint Martin (or Sint Maarten): 
France & this other one-time European colonial power",the Netherlands,History
283,NAMES OF THE '80s,In 1986 Howard the Duck lost at the box office & this American won the Tour de France,Greg LeMond,History
89,"LOCUTION, LOCUTION, LOCUTION",To be extremely nervous or agitated is to be like this title of a Tennessee Williams play,<i>Cat on a Hot Tin Roof</i>,Literature
385,MAKES SENSE--MOVIES EDITION,"In the ""Toy Story"" franchise, the Tyrannosaurus has this name",Rex,Other
316,AMERICAN INDIANS,"Though often credited with winning it, this Sioux medicine man sat out of the Battle of Little Big Horn",Sitting Bull,History
476,"""S""TUFF",This term for the illegal selling of concert tickets sounds like a bad way to lose your hair,scalping,Other
406,ROCK ART,"She's painted the covers for many of her own albums, including ""Ladies of the Canyon"" & ""Both Sides Now""",Joni Mitchell,Other
403,FASHION DESIGNERS,American designer Willi Smith's ready-to-wear label,Williwear,Other
227,"STARTING ""EN""",Deep-seated hatred,enmity,Other
480,"JAMAICA, JORDAN OR JAPAN",It was once populated by a people known as the Nabataeans,Jordan,Geography
336,"HEY, J.J.!","In the '50s, <a href=""http://www.j-archive.com/media/2008-05-28_DJ_18.jpg"" target=""_blank"">he</a> became friends with another innovative alliterative artist, Robert Rauschenberg",Jasper Johns,History
459,STATE THE STATE,"<a href=""http://www.j-archive.com/media/2010-05-31_J_12.jpg"" target=""_blank"">It</a>'s bigger than it looks",Montana,Geography
488,KABUL STONES,The workers of the Kabul Museum risked their lives to save stone figures from destruction by this group in 2001,the Taliban,History
293,3-LETTER SPANISH WORDS,"Domingo, Lunes or Martes, for example",Dia,Other
198,AN EAR FOR MUSIC,"Lurch into <a href=""http://www.j-archive.com/media/2011-04-20_J_30.mp3"">this</a> instrument",a harpsichord,Other
343,LINGUISTICS,"""Schleicher's Fable"" was written by a linguist in 1868 in P.I.E. or Proto-this, the ancestor of tongues from Hindi to English",Indo-European,Literature
70,SPORTS,Red Barber used to keep an egg timer in the booth to remind himself to announce this every 3 minutes,the score,Other
450,YOU DON'T MESS WITH THE LOHAN,"Lindsay rumbled with this ""Simple Life"" star over her ex, Stavros Niarchos",Paris Hilton,Other
325,"MODERN ""TIME""S",To own a property jointly with others & use it in common but at different times,time-share,Other
338,INTERNATIONAL CUISINE,Hungary is famous for this beef stew flavored with paprika,goulash,Geography
395,THE 1880s,In 1883 Belle Starr was convicted of stealing these,horses,History
8,TIME FOR AN APP,"The ""world's largest professional network"", it's like Facebook but for finding jobs & making business connections",LinkedIn,Other
203,LIFE OF A SALESMAN,"His name means ""coal miner"", but he was a book salesman who started a weekly magazine in 1895",Peter Fenelon Collier,History
223,SPEAKER'S CORNER,Thomas was the real name of this man who in 1936 graduated Boston College & joined the Mass. State House,Tip O'Neill,History
128,BRITISH AUTHORS,"Her futuristic novel ""The Last Man"" is considered her finest after ""Frankenstein""",Mary Shelley,Literature
404,HAM,Ham lover seen here:,Sam-I-Am,Literature
170,TRASH TALKING AT THE MEDIEVAL JOUST,The lady whose favor thou sportest will sup with me ere the end of this larger event of which the joust is part,a tournament,Other
155,CELEBRITIES,"An Oscar-winner for ""Dreamgirls"", in 2022 <a href=""https://www.j-archive.com/media/2022-10-18_J_01.jpg"" target=""_blank"">she</a> became an EGOT, adding a Tony for ""A Strange Loop"", which she co-produced",(Jennifer) Hudson,Other
477,MUSICALS,"After 3,388 performances & an 8-year run, this musical was no longer ""the word"" when it closed April 13, 1980",<i>Grease</i>,Other
441,SCIENCE,Environment in which you'd find the hairy blenny at home,the ocean (tropical waters),Science
408,STATE CAPITALS,It lies at the confluence of the Mississippi & Minnesota rivers,St. Paul,Geography
12,SKIPPER,"In 1847 Francis Crozier took over the Northwest Passage expedition of Erebus & this ship, the title of an AMC show",the <i>Terror</i>,History
6,ANCIENT WISDOM,"In the 4th century B.C., Aristotle said that ""man is by nature"" this type of ""animal""",a political animal,History
208,LABOR,"From Spanish for ""arm"", name for migrant fruit pickers",braceros,Other
129,NATIONS,"<a href=""https://www.j-archive.com/media/2021-08-10_DJ_15.jpg"" target=""_blank"">This</a> small nation is mainland South America's only country with English as an official language",Guyana,Geography
376,AMERICAN HISTORY,"History was made on December 1, 1955 when bus driver James Blake called the police & had this person arrested",Rosa Parks,History
218,AUTHORS' BIRTHPLACES,"In 1899 H.L. Mencken became a reporter in this city, his hometown",Baltimore,Geography
316,AMERICAN INDIANS,"Though often credited with winning it, this Sioux medicine man sat out of the Battle of Little Big Horn",Sitting Bull,History
474,GET A JOB ALREADY!,"Medieval job choices for kids were limited, but there was this one of trainee & servant of a knight",page,History
476,"""S""TUFF",This term for the illegal selling of concert tickets sounds like a bad way to lose your hair,scalping,Other
0,COLLEGES & UNIVERSITIES,"This Hanover, New Hampshire college was established in 1770 when Eleazer Wheelock erected a single log hut",Dartmouth,History
87,PEOPLE & PLACES,The majority of this country's people are Bhutias whose ancestors emigrated from Tibet,Bhutan,Geography
4,ARCHITECTURE,"This term for wooden paneling comes from the Middle Dutch ""wagenschot"", perhaps meaning wagon wood",wainscoting,History
127,URBAN MYTHS,"Did you hear?  This man had a congressional page fired for making a ""Love Boat"" joke",Fred Grandy,Other
228,THE QUEEN'S ENGLISH,"By the British term, this would be Fun Fair Cruise Lines",Carnival Cruise Lines,Other
73,"GET ""IN""",Adjective for evidence not allowable in court,inadmissible,Other
230,ASSASSINATIONS,"After the assassination of Sancho II in 1072, this Spanish nat'l hero entered the service of Alfonso VI",El Cid,History
7,ALMOST REAL,This training device puts a pilot in a replica of a cockpit,Flight simulator,Other
22,BIRDLIKE VERBS,To worry persistently in a gloomy way,brood,Other
179,EUROPEAN POETS & POETRY,"In 1776 Karl August, Duke of Saxe-Weimar, appointed this poet to his cabinet as privy councilor",Goethe,History
97,BAD NEWS,"In 1922 the NAACP got the House to vote against this form of mob murder, but the bill died in the Senate",lynching,History
171,PUNCHY WRITERS,"He discussed Ali vs. Foreman in his book ""The Fight"" & in the 1996 film ""When We Were Kings""",Norman Mailer,Literature
68,A PASSION FOR FASHION,"<a href=""http://www.j-archive.com/media/2016-04-18_J_14.jpg"" target=""_blank"">This jacket seen here named for an historic figure was big in the 60s",a Nehru jacket,Other
373,COOKING WITH GRAHAM KERR,"Toheroa, a giant green type of this shellfish shows up in one of Graham's special soups",clam,Science
37,TRAVEL & TOURISM,"Traveling from Denmark to the Netherlands, you'll want to exchange your kroner for these",guilders,Geography
254,HAND SIGNALS,"Churchill's 2-finger salute meant ""victory""; in the '60s, it meant this state that follows victory",Peace,History
189,HISTORY,In 1795 the British captured Cape Town from this European power,the Netherlands,History
308,BUSINESS & INDUSTRY,In 1994 Hormel's 5 billionth can of this luncheon meat rolled off the assembly line,Spam,History
333,ANTONYMS,Anagram of drain that's an antonym of zenith,nadir,Other
145,GUINNESS RECORDS,"No doubt the most valuable object ever stolen, it vanished from the Louvre in 1911, but was recovered",the <i>Mona Lisa</i>,History
107,DOUBLE MEANINGS,"A den painted deep red, or Sherlock Holmes' first story",<i>A Study in Scarlet</i>,Literature
391,ANCIENT WORLDS,"Circa 8 A.D., Wang Mang seized this country's throne & founded his own dynasty",China,History
499,MOVIES' ALTERNATE ENDINGS,The original script for this Jamie Foxx film set in Saudi Arabia had his FBI team getting blown up,<i>The Kingdom</i>,Other
223,SPEAKER'S CORNER,Thomas was the real name of this man who in 1936 graduated Boston College & joined the Mass. State House,Tip O'Neill,Other
452,THE PRESIDENTIAL VICTOR,He waxed Wendell Willkie in wartime,Franklin D. Roosevelt,History
364,WHICH AFRICAN COUNTRY?,"It's highlighted <a href=""http://www.j-archive.com/media/2015-07-29_J_11.jpg"" target=""_blank"">here</a>",Somalia,Geography
77,THE QUOTABLE CHURCHILL,"This ""at all costs,"" this ""in spite of all terror,"" this ""however long and hard the road may be"" (V is for...)",victory,Other
205,TV SHOW PEOPLE,"Luke Danes;
Lorelai & Rory
(their last name would kinda give the clue away)",<i>The Gilmore Girls</i>,Other
104,SPORTS,Only Bill Hartack & Eddie Arcaro have each won it 5 times,Kentucky Derby,Other
300,I SAT IN FOR REGIS,"The 1993 NASCAR Rookie of the Year, this driver of the 24 car has zoomed into Regis' chair a few times",Jeff Gordon,History
278,NOTABLE WOMEN,This current senator's maiden name was Dianne Goldman,Feinstein,History
47,THE NOSE KNOWS,"The ethmoid & the sphenoid are two of <a href=""https://www.j-archive.com/media/2023-02-28_J_26.jpg"" target=""_blank"">these</a> cavities that can drain into the nose",a sinus,Science
122,BLOODSUCKERS,The teeth of this bloodsucking cave dweller are so sharp that victims may not even feel the bite,the vampire bat,Science
169,NEO GEO,"As an important source of this metal from the 1400s on, Ghana was previously known as this ""Coast""",gold,Science
64,THE THEATRE,This murderous barber has a chair that can suddenly drop a victim via trap door into a cellar,Sweeney Todd,History
426,"<a href=""http://www.j-archive.com/media/2020-01-14_J_Cat4.mp4"">THE GREATEST CANADIANS OF ALL TIME</a>","(<a href=""http://www.j-archive.com/media/2020-01-14_J_16.jpg"" target=""_blank"">Ryan Reynolds delivers the clue.</a>)  With a performing style that was, ah, quirky--he'd hum & sway as he played--<a href=""http://www.j-archive.com/media/2020-01-14_J_16a.jpg"" target=""_blank"">this</a> pianist leaped into international acclaim with his 1955 recording of Bach's ""Goldberg Variations""",Glenn Gould,Other
470,DECONSTRUCTING THE NURSERY RHYME,"Obviously involved in a troubled marriage, this man locked his wife in a large version of the fruit of his dining choice","Peter, Peter, Pumpkin Eater",Literature
401,WRITERS OF COLONIAL AMERICA,Diarist William Byrd portrayed life in this colony where he owned a large James River plantation,Virginia,Geography
479,HALOGENS,"Astatine is the only halogen whose isotopes are all this, which is why they have half-lives",radioactive,Science
486,NICE BUNNIES,"An as-yet-nameless prototype of this character appeared in the 1938 cartoon ""Porky's Hare Hunt""",Bugs Bunny,Literature
235,TURKEY DAY,This body of water provides most of Turkey's northern border,the Black Sea,Geography
171,PUNCHY WRITERS,"He discussed Ali vs. Foreman in his book ""The Fight"" & in the 1996 film ""When We Were Kings""",Norman Mailer,Other
219,DAYS IN...,Y.A. Tittle & Johnny Unitas played coaches in this 1999 Al Pacino film,<i>Any Given Sunday</i>,Other
458,AUTHORS,"This author's ""The Scarlet Letter"" was inspired by a red cloth he found at the Salem Custom House",Nathaniel Hawthorne,Literature
383,POP CULTURE BOOKSHELF,"(<a href=""http://www.j-archive.com/media/2020-01-08_DJ_13.jpg"" target=""_blank"">Kevin Hart delivers the clue.</a>)  There's desert & snow & now, it's Danny Glover <a href=""http://www.j-archive.com/media/2020-01-07_DJ_13.mp4"">taking over</a> my avatar in ""Jumanji: The Next Level"", the most recent film inspired by a book written & illustrated by this man",Van Allsburg,Other
301,CALENDAR GIRLS,"Donna Douglas played this ""Beverly Hillbillies"" gal on TV & Erika Eleniak played her in the 1993 movie",Elly May,Other
314,SWEET TREATS,"On Hanukkah it's traditional to give out chocolates shaped like these, in little bags",coins,Other
160,TO BE PRECISE,"Any pigeon can properly be called this, though usually only a small or pretty one is",a dove,Science
50,THIS MUST BE BELGIAN,"It's the Belgian town in the title of the artwork <a href=""http://www.j-archive.com/media/2005-05-25_J_22.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2005-05-25_J_22a.jpg"" target=""_blank"">here</a>",Waterloo,History
183,WORLD GEOGRAPHY,"At 1550 sq. miles, this country's Lake Nasser is one of the world's largest artificial lakes",Egypt,Geography
177,PRO BASKETBALL,"On Nov. 24, 1960 this Philadelphia Warrior had 55 rebounds, still the one-game NBA record",Wilt Chamberlain,Other
187,FAMOUS FRENCH FOLKS,"Seen <a href=""http://www.j-archive.com/media/2012-05-10_DJ_20.jpg"" target=""_blank"">here</a> is a wax figure of <a href=""http://www.j-archive.com/media/2012-05-10_DJ_20.jpg"" target=""_blank"">this</a> woman who survived France's Reign of Terror to found her own
wax museum",Madame Tussaud,History
